id,code_diff,gold_review,sys1 review,sys2 review,sys3 review,choice
10120,"@@ -1,4 +1,5 @@
-// Copyright (c) Microsoft. All rights reserved.
+// Copyright (c) Microsoft Corporation. All rights reserved.
+// Licensed under the MIT license. See LICENSE file in the project root for full license information.
 namespace Microsoft.VisualStudio.TestPlatform.CommunicationUtilities
 {
     using System;",Add space between License and nameapace,nit: `// Licensed under the MIT License. See LICENSE file in the project root for license information.`,This file should be renamed to `Microsoft.VisualStudio.TestPlatform.Common`,nit: remove `. All rights reserved.`,
5795,"@@ -277,7 +277,17 @@ type VolumeAPISpec struct {
 	} `yaml:""metadata""`
 }
 
-// -------------Snapshot Structs ----------
+// SnapshotAPISpec hsolds the config for creating asnapshot of volume
+type SnapshotAPISpec struct {
+	Kind       string `yaml:""kind""`
+	APIVersion string `yaml:""apiVersion""`
+	Metadata   struct {
+		Name string `yaml:""name""`
+	} `yaml:""metadata""`
+	Spec struct {
+		VolumeName string `yaml:""volumeName""`
+	} `yaml:""spec""`
+}
 
 // VolumeSnapshot is volume snapshot object accessible to the user. Upon successful creation of the actual
 // snapshot by the volume provider it is bound to the corresponding VolumeSnapshotData through","Let the Kind, APIVersion & Metadata follow the rules followed by Volume. What is the reason for a change for snapshot struct ?",nit: `SnapshotAPISpec is the config for creating asnapshot of volume`,nit: `hsolds` -> `holds`,"nit: ""hsolds"" -> ""holds""",
2162,"@@ -633,6 +633,12 @@ class GeneralSettingsPanel(SettingsPanel):
 			if globalVars.appArgs.secure:
 				item.Disable()
 			settingsSizerHelper.addItem(item)
+			# Translators: The label of a checkbox in general settings to toggle allowing of usage stats gathering  
+			item=self.allowUsageStatsCheckBox=wx.CheckBox(self,label=_(""Allow the NVDA project to gather NVDA usage statistics""))
+			item.Value=config.conf[""update""][""allowUsageStats""]
+			if globalVars.appArgs.secure:
+				item.Disable()
+			settingsSizerHelper.addItem(item)
 			# Translators: The label of a checkbox in general settings to toggle startup notifications
 			# for a pending NVDA update.
 			item=self.notifyForPendingUpdateCheckBox=wx.CheckBox(self,label=_(""Notify for &pending update on startup""))",I actually think it makes sense to reposition this checkbox after the notifyForPendingUpdateCheckBox. The current order of check boxes is a bit arbitrary now.,"This should be `config.conf[""update""][""allowUsageStats""]`","This should be `config.conf[""update""][""allowUsageStats""]`","This should be `config.conf[""update""][""allowUsageStats""]`",
7112,"@@ -106,6 +106,15 @@ export default class Realm {
         let method = util.createMethod(objectTypes.REALM, 'objects');
         return method.apply(this, [type, ...args]);
     }
+
+    objectForPrimaryKey(type, ...args) {
+        if (typeof type == 'function') {
+            type = objects.typeForConstructor(this[keys.realm], type);
+        }
+
+        let method = util.createMethod(objectTypes.REALM, 'objectForPrimaryKey');
+        return method.apply(this, [type, ...args]);
+    }
 }
 
 // Non-mutating methods:",We could just move the check for function into `typeForConstruction` to make this a one liner every time we need to do this.,`typeof type == 'function'` is always true here.,`typeof type === 'function'`,`typeof type == 'function'`,
2220,"@@ -737,7 +737,7 @@ type MDOps interface {
 	// which may not yet be reflected in the MD if the TLF hasn't been rekeyed since it
 	// entered into a conflicting state.
 	GetLatestHandleForTLF(ctx context.Context, id TlfID) (
-		*BareTlfHandle, error)
+		BareTlfHandle, error)
 }
 
 // KeyOps fetches server-side key halves from the key server.","There wasn't any special reason for this to return a pointer, right?",Why not return a `*BareTlfHandle` here?,Does this need to return a pointer?,Does this need to return a `*BareTlfHandle`?,
4199,"@@ -80,6 +80,7 @@ class Request(testprocess.Line):
 
             '/500-inline': [http.client.INTERNAL_SERVER_ERROR],
         }
+        # pylint: enable=no-member
         for i in range(15):
             path_to_statuses['/redirect/{}'.format(i)] = [http.client.FOUND]
         for suffix in ['', '1', '2', '3', '4', '5', '6']:",Probably also needed for the `http.client.FOUND` below?,`# pylint: disable=no-member` should be removed.,`# pylint: disable=no-member` can be removed.,Why is this needed?,
8454,"@@ -32,7 +32,11 @@ namespace OpenTelemetry.Trace.Export
 
         public override Task ShutdownAsync(CancellationToken cancellationToken)
         {
+#if NET452
+            return Task.FromResult(0);
+#else
             return Task.CompletedTask;
+#endif
         }
     }
 }",This one and the ones below are for shutdowns but if it appears in some method called frequently during the lifetime of the process it should be cached in a static.,Why not just `return Task.CompletedTask;`?,Why not just return Task.CompletedTask?,Why not just return Task.CompletedTask?,
3570,"@@ -22,7 +22,10 @@ DatasetLoader::DatasetLoader(const Config& io_config, const PredictFunction& pre
   label_idx_ = 0;
   weight_idx_ = NO_SPECIFIC;
   group_idx_ = NO_SPECIFIC;
-  SetHeader(filename);
+  if (filename != nullptr && CheckCanLoadFromBin(filename) == """") {
+    // SetHeader should only be called when loading from text file
+    SetHeader(filename);
+  }
   store_raw_ = false;
   if (io_config.linear_tree) {
     store_raw_ = true;","The testing cases are failing because `SetHeader` does not only handle cases where input are from files. It also reads categorical feature indices from the config parameters (see the part outside the `if (filename != nullptr) { ... }`). Skipping `SetHeader` directly here will cause errors when we load data from numpy or pandas arrays (where `filename == nullptr`) and use categorical features. So I think we should move the the check `filename != nullptr && CheckCanLoadFromBin(filename) == """"` into `SetHeader`. That is, we change `if (filename != nullptr) { ... }` into `if (filename != nullptr && CheckCanLoadFromBin(filename) == """") { ... }`","`filename != nullptr && CheckCanLoadFromBin(filename) == """"`","nit: `filename != nullptr && CheckCanLoadFromBin(filename) == """"`",I don't think this check is necessary. `CheckCanLoadFromBin` should only be called when loading a binary file.,
9040,"@@ -246,6 +246,11 @@ def _setSystemConfig(fromPath):
 		if curSourceDir==fromPath:
 			curDestDir=toPath
 		else:
+			if os.path.relpath(curSourceDir,fromPath) == ""addons"":
+				import addonHandler
+				subDirs[:] = [addon.name for addon in addonHandler.getRunningAddons()]
+			else:
+				subDirs[:] = subDirs
 			curDestDir=os.path.join(toPath,os.path.relpath(curSourceDir,fromPath))
 		if not os.path.isdir(curDestDir):
 			os.makedirs(curDestDir)",I don't think this is necessary.,`subDirs[:] = [addon.name for addon in addonHandler.getRunningAddons()]`,`[:] = [addon.name for addon in addonHandler.getRunningAddons()`,`subDirs.append(addon.name for addon in addonHandler.getRunningAddons())`,
10077,"@@ -762,8 +762,7 @@ class CommandLine
                     }
                 }
             }
-
-            if (hasQualifiers)
+            else if (hasQualifiers)
             {
                 sb.AppendLine().Append(""  Actions:"").AppendLine();
 ","Are these mutually exclusive options (parameters vs qualifiers)? If parameters aren't supported, may want to consider throwing an exception for ""hasParameters"". If parameters and qualifiers are both legit options, then maybe change this to `if (hasQualifiers) { ... } if(!hasQualifiers && !hasParameters)`",Why did you change this?,"I don't think this change is correct. We don't want to print ""Actions:"" if there are no qualifiers.",`else` should be on the same line as `}`,
6136,"@@ -55,6 +55,16 @@ func nodeStatus(node *node.AlgorandFullNode) (res v1.NodeStatus, err error) {
 	}, nil
 }
 
+func txEncode(tx transactions.Transaction, ad transactions.ApplyData) (res v1.Transaction, err error) {
+	switch tx.Type {
+	case protocol.PaymentTx:
+		return paymentTxEncode(tx, ad), nil
+	case protocol.KeyRegistrationTx:
+		return keyregTxEncode(tx, ad), nil
+	}
+	return v1.Transaction{}, errors.New(errUnknownTransactionType)
+}
+
 func paymentTxEncode(tx transactions.Transaction, ad transactions.ApplyData) v1.Transaction {
 	payment := v1.PaymentTransactionType{
 		To:           tx.Receiver.String(),",nit : move this into a default clause in the previous switch statement.,"nit: `return v1.Transaction{}, errors.New(errUnknownTransactionType)`",Why not return an error here?,`tx.Type` can be `protocol.PaymentTx` or `protocol.KeyRegistrationTx`,
3375,"@@ -207,13 +207,13 @@ class PostgresTarget(luigi.Target):
         connection.autocommit = True
         cursor = connection.cursor()
         if self.use_db_timestamps:
-            sql = """""" CREATE TABLE {marker_table} (
+            sql = """""" CREATE TABLE IF NOT EXISTS {marker_table} (
                       update_id TEXT PRIMARY KEY,
                       target_table TEXT,
                       inserted TIMESTAMP DEFAULT NOW())
-                """""".format(marker_table=self.marker_table)
+                  """""".format(marker_table=self.marker_table)
         else:
-            sql = """""" CREATE TABLE {marker_table} (
+            sql = """""" CREATE TABLE IF NOT EXISTS {marker_table} (
                       update_id TEXT PRIMARY KEY,
                       target_table TEXT,
                       inserted TIMESTAMP);","Flake8 doesn't like the assignment, but non-use of `e` here. I think we can just remove the try/except here for `cursor.execute(sql)`.",Shouldn't this be `IF EXISTS {marker_table}`?,I think this should be `IF NOT EXISTS {marker_table}`,Why do we need this change?,
10104,"@@ -287,6 +287,18 @@ class Dataset(Element):
         class to each underlying element.
         """"""
         if isinstance(data, DynamicMap):
+            class_name = cls.__name__
+            repr_kdims = 'kdims=%r' % kdims if kdims else None
+            repr_vdims = 'vdims=%r' % vdims if vdims else None
+            repr_kwargs = (', '.join('%s=%r' % (k,v) for k,v in kwargs.items())
+                           if kwargs else None)
+            extras = ', '.join([el for el in [repr_kdims, repr_vdims, repr_kwargs]
+                               if el is not None])
+            extras = ', ' + extras if extras else ''
+            apply_args= 'hv.{class_name}{extras}'.format(class_name=class_name,
+                                                         extras=extras)
+            msg = ""Cannot construct a {class_name} from the supplied object of type DynamicMap. Implicitly creating a DynamicMap of {class_name} objects, but instead please explicitly call .apply({apply_args}) on the supplied DynamicMap.""
+            cls.warning(cls, msg.format(class_name=class_name, apply_args=apply_args))
             return data.apply(cls, per_element=True, kdims=kdims, vdims=vdims, **kwargs)
         else:
             return super(Dataset, cls).__new__(cls)",Shouldn't this be `cls.param.warning`?,nit: space after `=`,nit: space after `=` and before `class_name`,"nit: `el for k, v in kdims, vdims, kwargs.items() if el is not None`",
5438,"@@ -54,7 +54,6 @@ module Selenium
         it 'does not set the chrome.detach capability by default' do
           Driver.new(http_client: http)
 
-          expect(caps['goog:chromeOptions']).to eq({})
           expect(caps['chrome.detach']).to be nil
         end
 ","This spec can be modified, giving you extra strength (Check this fetch key doesn't work and therefore returns `nil`)","`goog:chromeOptions` is now unused, so I removed it.",Why was this removed?,"`goog:chromeOptions` is no longer used in this spec, so I removed it.",
9500,"@@ -36,8 +36,8 @@ import com.salesforce.androidsdk.smartstore.store.QuerySpec;
 import com.salesforce.androidsdk.smartstore.store.QuerySpec.QueryType;
 import com.salesforce.androidsdk.smartstore.store.SmartStore;
 import com.salesforce.androidsdk.smartstore.store.SmartStore.SmartStoreException;
-import com.salesforce.androidsdk.smartstore.store.StoreCursor;
 import com.salesforce.androidsdk.smartstore.store.SoupSpec;
+import com.salesforce.androidsdk.smartstore.store.StoreCursor;
 import com.salesforce.androidsdk.smartstore.ui.SmartStoreInspectorActivity;
 
 import net.sqlcipher.database.SQLiteDatabase;",Took the opportunity to fix the import ordering.,Why is this change needed?,Revert the changes in this file.,`StoreCursor` is not used in this class.,
3520,"@@ -68,6 +68,11 @@ class LocalRepository implements Repository {
         return fetchCategories(categoryDirectories);
     }
 
+    @Override
+    public void delete() {
+        // nothing to do
+    }
+
     private List<CategoryDTO> fetchCategories(File[] categoryDirectories) {
         final List<CategoryDTO> results = new ArrayList<>();
 ",Maybe the empty `delete()` should be implemented as default in the interface.,Why is this needed?,Shouldn't this be `@Override`?,Why do we need to delete categories?,
7265,"@@ -380,8 +380,15 @@ class RemoteConnection(object):
             # Authorization header
             headers[""Authorization""] = ""Basic %s"" % auth
 
-        self._conn.request(method, parsed_url.path, data, headers)
-        resp = self._conn.getresponse()
+        if body and method != 'POST' and method != 'PUT':
+            body = None
+        try:
+          self._conn.request(method, parsed_url.path, body, headers)
+          resp = self._conn.getresponse()
+        except httplib.HTTPException:
+          self._conn.close()
+          raise
+
         statuscode = resp.status
         statusmessage = resp.msg
         LOGGER.debug('%s %s' % (statuscode, statusmessage))",body is being used here for the first time without every being populated. This will error. To run tests do `./go clean test_py` and that will run the Firefox tests,Shouldn't this be `if body is not None`?,`self._conn.close()` should be in the `finally` block.,Shouldn't this be `if body is not None`?,
4198,"@@ -641,7 +641,7 @@ public final class Span implements Serializable { // for Spark and Flink jobs
    */
   public static String normalizeTraceId(String traceId) {
     if (traceId == null) throw new NullPointerException(""traceId == null"");
-    int length = traceId.length();
+    int length = traceId.trim().length();
     if (length == 0) throw new IllegalArgumentException(""traceId is empty"");
     if (length > 32) throw new IllegalArgumentException(""traceId.length > 32"");
     int zeros = validateHexAndReturnZeroPrefix(traceId);",trim has performance impact and this is the lowest level library... seems the trim if occurs should happen in the UI or Query controller instead..,why not `traceId.trim().length()`?,Why not `traceId.trim(StandardCharsets.UTF_8)`?,Why do we need to trim here?,
7961,"@@ -50,7 +50,9 @@ const (
 	pendingDeltasFlushThreshold = 128
 	// trieRebuildAccountChunkSize defines the number of accounts that would get read at a single chunk
 	// before added to the trie during trie construction
-	trieRebuildAccountChunkSize = 512
+	trieRebuildAccountChunkSize = 16384
+	// trieRebuildCommitFrequency defines the number of accounts that would get added before we call evict to commit the changes and adjust the memory cache.
+	trieRebuildCommitFrequency = 65536
 	// trieAccumulatedChangesFlush defines the number of pending changes that would be applied to the merkle trie before
 	// we attempt to commit them to disk while writing a batch of rounds balances to disk.
 	trieAccumulatedChangesFlush = 256",What is the reason for increasing this?,"`trieRebuildAccountChunkSize` and `trieRebuildCommitFrequency` are only used in one place, can they be moved to `config`?",Is there a reason for this change?,why 16384? why not 512?,
936,"@@ -288,10 +288,11 @@ define(['apphost', 'globalize', 'connectionManager', 'itemHelper', 'appRouter',
                 icon: 'album'
             });
         }
-
-        if (options.openArtist !== false && item.ArtistItems && item.ArtistItems.length) {
+        // Show Album Artist by default, as a song can have multiple artists, which specific one would this option refer to?
+        // Although some albums can have multiple artists, it's not as common as songs.
+        if (options.openArtist !== false && item.AlbumArtists && item.AlbumArtists.length) {
             commands.push({
-                name: globalize.translate('ViewArtist'),
+                name: globalize.translate('ViewAlbumArtist'),
                 id: 'artist',
                 icon: 'person'
             });","I think ""View artist"" is a bit more standard and expected. Or even ""Go to artist"" to take the Spotify terminology as-is.","> Album Artist can have multiple artists, which specific one would this option refer to?",`which specific one would this option refer to` -> `which one would refer to`,`which specific one would this option refer to` -> `which specific albums`,
7320,"@@ -641,6 +641,15 @@ class Plan < ActiveRecord::Base
     User.joins(:roles).where('roles.plan_id = ? AND roles.access IN (?)', self.id, vals).first
   end
 
+  ##
+  # returns the shared roles of a plan, excluding the creator
+  def shared
+    role_values = Role.access_values_for(:commenter)
+                      .concat(Role.access_values_for(:editor))
+                      .concat(Role.access_values_for(:administrator)).uniq! - Role.access_values_for(:creator)
+    Role.where(plan: self, access: role_values)
+  end
+
   ##
   # the owner and co-owners of the project
   #","If you want to express ""any role that is not creator"" you could use the following statement: Role.where(plan: self).where(Role.not_creator_condition).any? which would be less verbose and a bit more efficient if it is used for Yes/No shared?",Redundant `self` detected.,Redundant `self` detected.,Layout/EmptyLinesAroundMethodBody: Extra empty line detected at method body beginning.,
7427,"@@ -26,7 +26,8 @@ buildStyle = os.environ['BUILD_STYLE']
 
 # Build the configure command.
 configureCmd = os.path.join(buildSystemDir, 'contrib', 'configure.py')
-configureCmd += ' --mode=%s' % buildStyle
+# configureCmd += ' --mode=%s' % buildStyle
+configureCmd += ' --mode=release'
 configureCmd += ' --builddir=%s' % buildDir
 
 print 'Running command:', configureCmd",Please just remove this line. We have the git history if we want the old version.,I think this should be `--mode=build`?,Is this intentional?,I think this should be `--build-type=Release`,
2372,"@@ -62,6 +62,11 @@ func (a *Publisher) Start(ctx context.Context) error {
 }
 
 func (a *Publisher) receive(ctx context.Context, event cloudevents.Event, resp *cloudevents.EventResponse) error {
+	// Upgrade to supported transport version.
+	if event.SpecVersion() != cloudevents.VersionV03 {
+		event.Context = event.Context.AsV03()
+	}
+
 	if _, r, err := a.outbound.Send(ctx, event); err != nil {
 		return err
 	} else if r != nil {","Just to make sure, this is totally lossless? If I put a v2 there, then it gets upgraded to v3, but my function expects v2, then this is fine and nothing is lost?",I think this should be `event.Context = event.Context.AsV4()`,"I think this should be `event.Context = event.Context.With(cloudevents.VersionV03, event.SpecVersion())`",Shouldn't this be `event.Context = event.Context.WithVersion(cloudevents.VersionV03)`?,
5565,"@@ -110,8 +110,8 @@ func getNewPassword(gopts GlobalOptions) (string, error) {
 	newopts.password = """"
 
 	return ReadPasswordTwice(newopts,
-		""enter password for new key: "",
-		""enter password again: "")
+		""enter password (new): "",
+		""enter password (again): "")
 }
 
 func addKey(gopts GlobalOptions, repo *repository.Repository) error {","What about ""enter new password""? That would be a bit more consistent to the `ReadPasswordTwice` usage in cmd_init.","""enter password (again) for new key""?","""enter password (again) for new key""",`for new key` -> `for new key`,
8245,"@@ -57,11 +57,10 @@ module Selenium
               is_relative = Regexp.last_match(1).strip == '1'
             when /^Path=(.+)$/
               path = Regexp.last_match(1).strip
+              p = path_for(name, is_relative, path)
+              @profile_paths[name] = p if p
             end
           end
-
-          p = path_for(name, is_relative, path)
-          @profile_paths[name] = p if p
         end
 
         def path_for(name, is_relative, path)",Moving this code inside the last case statement doesn't seem right. Why are we defining `name` and `is_relative` variables there if we aren't using them anywhere?,Style/GuardClause: Use a guard clause instead of wrapping the code inside a conditional expression.,Layout/EmptyLinesAroundMethodBody: Extra empty line detected at method body end.,`@profile_paths[name] = p if p` can be moved inside the `when` block,
2852,"@@ -126,6 +126,7 @@ static int skip_file_check = 0;
 
 static int cache_mode = 1;
 
+static int json_input = 0;
 static int jx_input = 0;
 static char *jx_context = NULL;
 ","If these variables are only used in main function, move these to the beginning of that function. If there is a foreseeable reason to have them as global statics just let me know.",Shouldn't this be `1` instead of `0`?,(style) do not initialise statics to 0,(style) do not initialise statics to 0,
8973,"@@ -104,10 +104,14 @@ public class UserPreferences {
     public static final String PREF_ENABLE_AUTODL_WIFI_FILTER = ""prefEnableAutoDownloadWifiFilter"";
     private static final String PREF_AUTODL_SELECTED_NETWORKS = ""prefAutodownloadSelectedNetworks"";
     private static final String PREF_PROXY_TYPE = ""prefProxyType"";
-    private static final String PREF_PROXY_HOST = ""prefProxyHost"";
-    private static final String PREF_PROXY_PORT = ""prefProxyPort"";
-    private static final String PREF_PROXY_USER = ""prefProxyUser"";
-    private static final String PREF_PROXY_PASSWORD = ""prefProxyPassword"";
+    private static final String PREF_HTTP_PROXY_HOST = ""prefHttpProxyHost"";
+    private static final String PREF_HTTP_PROXY_PORT = ""prefHttpProxyPort"";
+    private static final String PREF_HTTP_PROXY_USER = ""prefHttpProxyUser"";
+    private static final String PREF_HTTP_PROXY_PASSWORD = ""prefHttpProxyPassword"";
+    private static final String PREF_SOCKS_PROXY_HOST = ""prefSocksProxyHost"";
+    private static final String PREF_SOCKS_PROXY_PORT = ""prefSocksProxyPort"";
+    private static final String PREF_SOCKS_PROXY_USER = ""prefSocksProxyUser"";
+    private static final String PREF_SOCKS_PROXY_PASSWORD = ""prefSocksProxyPassword"";
 
     // Services
     private static final String PREF_GPODNET_NOTIFICATIONS = ""pref_gpodnet_notifications"";","Is it really necessary to store them in a new setting? I think it should be enough to store the credentials in `ProxyConfig.direct()`. Then AntennaPod does not need to store multiple different proxy settings. Also, it will not change existing users' settings (currently the proxy settings would be lost on upgrade).",Should be `prefHttpsProxyHost` and `prefHttpsProxyPort`,`prefHttpProxyUser` and `prefHttpProxyPassword` should be renamed to `prefHttpsProxyUser` and `prefHttpsProxyPassword`,I think it would be better to call this prefHttpsProxyHost and prefHttpsProxyPort rather than prefHttpProxy...,
7982,"@@ -112,6 +112,7 @@ function TransactionBuilder(opts) {
   if (opts.fee || opts.feeSat) {
     this.givenFeeSat = opts.fee ? opts.fee * util.COIN : opts.feeSat;
   }
+  if (opts.fee == 0 || opts.feeSat == 0) this.givenFeeSat = 0;
   this.remainderOut = opts.remainderOut;
   this.signhash = opts.signhash || Transaction.SIGHASH_ALL;
 ",if (typeof (opts.fee) !== 'undefined' || typeof (opts.feeSat) !=='undefined') {,`if (opts.fee || opts.feeSat == 0) this.givenFeeSat = 0;`,`this.givenFeeSat = opts.fee ? opts.fee * util.COIN : 0;`,`if (opts.fee || opts.feeSat == 0) this.givenFeeSat = 0;`,
4697,"@@ -10,9 +10,8 @@ from listenbrainz.listenstore import ListenStore
 
 class RedisListenStore(ListenStore):
 
-    RECENT_LISTENS_KEY = ""lb_recent_listens""
-    RECENT_LISTENS_MAX = 100
-    RECENT_LISTENS_MAX_TIME_DIFFERENCE = 300
+    RECENT_LISTENS_KEY = ""lb_recent_sorted""
+    RECENT_LISTENS_MAX = 100 
 
     def __init__(self, log, conf):
         super(RedisListenStore, self).__init__(log)","I changed the name of the key, to make deployment easier.",Why remove the `RECENT_LISTENS_MAX_TIME_DIFFERENCE`?,I think this should be `lb_recent_sorted_listens`,Why do we need to change this?,
8246,"@@ -290,9 +290,16 @@ func (at *addrTable) getAddrTable(key string) *serviceTable {
 // filterResourceType implement filter. Proxy cares ""Service"" and ""ServiceList"" type
 func filterResourceType(msg model.Message) []v1.Service {
 	svcs := make([]v1.Service, 0)
-	content, ok := msg.Content.([]byte)
-	if !ok {
-		return svcs
+	var content []byte
+	var err error
+	switch msg.Content.(type) {
+	case []byte:
+		content = msg.GetContent().([]byte)
+	default:
+		content, err = json.Marshal(msg.GetContent())
+		if err != nil {
+			klog.Errorf(""marshal message to edgemesh failed, err: %v"", err)
+		}
 	}
 	switch getReourceType(msg.GetResource()) {
 	case constants.ResourceTypeService:",Will cause any bugs without this change? I've seen this code block(L293-302) many times... ;-),Why do we need to marshal here?,@deads2k @deads2k @deads2k @deads2k @deads2k @deads2k @deads2k @deads2k @deads2k @deads2k @deads2k @deads2k @deads2k @deads2k @deads2k @deads2k @deads2k @deads2k @deads2k @deads2k @deads2k what do you think?,Why not use `msg.GetContent()` directly?,
6704,"@@ -236,6 +236,10 @@ MESSAGE
             end
 
             sh.cmd 'unformatted=`dartfmt -n .`'
+            # If `dartfmt` fails for some reason
+            sh.if '$? -ne 0' do
+              sh.failure """"
+            end
             sh.if '! -z ""$unformatted""' do
               sh.echo ""Files are unformatted:"", ansi: :red
               sh.echo ""$unformatted""",I'd love to trim the content of `unformatted` too. Any ideas?,"This should be `sh.failure ""dartfmt failed for some reason"" unless $? -ne 0`","This should be `sh.cmd 'dartfmt -n .'` instead of `sh.failure """"`",Should this be `dartfmt -ne 0` instead of `$? -ne 0`?,
9532,"@@ -24,6 +24,7 @@ import org.openqa.selenium.WebDriver;
 import org.openqa.selenium.WebElement;
 
 import java.io.IOException;
+import java.io.UncheckedIOException;
 import java.net.URL;
 import java.nio.charset.StandardCharsets;
 import java.util.ArrayList;",Can you please revert changes to files in the `thoughtworks` package? This is legacy code and we will eventually phase out RC.,`java.io.UncheckedIOException` is not used.,Why is this needed?,This should be `java.nio.charset.StandardCharsets`,
3553,"@@ -0,0 +1,8 @@
+class TwitterPlayerCardsController < ApplicationController
+  layout false
+
+  def show
+    response.headers.delete(""X-Frame-Options"")
+    @video = Video.find(params[:video_id])
+  end
+end",Could the name of this controller just be shortened to `TwitterCardsController`? Is the `Player` there adding information?,You can use `@video = Video.find(params[:video_id])` here.,Layout/EmptyLinesAroundClassBody: Extra empty line detected at class body beginning.,Use nested module/class definitions instead of compact style.,
2844,"@@ -136,6 +136,18 @@ module Bolt
       end
       private :expand_targets
 
+      def remove_target(current_group, target, desired_group)
+        if current_group.name == desired_group
+          current_group.remove_target(target)
+        end
+        current_group.groups.each do |child_group|
+          # If target was in current group, remove it from all child groups
+          desired_group = child_group.name if current_group.name == desired_group
+          remove_target(child_group, target, desired_group)
+        end
+      end
+      private :remove_target
+
       def add_target(current_group, target, desired_group)
         if current_group.name == desired_group
           current_group.add_target(target)","This looks like it will only work for the first child, since after that we've overridden `desired_group`. Should we have a separate variable for this?",Layout/EmptyLinesAroundClassBody: Extra empty line detected at class body end.,Should this be `desired_group = child_group.name if current_group.name == desired_group`?,Layout/EmptyLinesAroundMethodBody: Extra empty line detected at method body end.,
8342,"@@ -307,7 +307,10 @@ public class MicroserviceRegisterTask extends AbstractRegisterTask {
 
       // Currently nothing to do but print a warning
       LOGGER.warn(""There are schemas only existing in service center: {}, which means there are interfaces changed. ""
-          + ""It's recommended to increment microservice version before deploying."", scSchemaMap.keySet());
+              + ""It's recommended to increment microservice version before deploying."",
+          scSchemaMap.keySet());
+      LOGGER.warn(""ATTENTION: The schemas in new version are less than the old version, ""
+          + ""which may cause compatibility problems."");
     }
   }
 ","I think this warning message is the same as above one. Anyway, it's fine to keep it.","""older than the old version, which may cause compatibility problems.""","""older than the old version, which may cause compatibility problems.""","`+ ""which may cause compatibility problems. The schemas in new version are less than the old version, "" + ""which may cause compatibility problems.""`",
8674,"@@ -890,7 +890,9 @@ public enum WidgetInfo
 	SECOND_TRADING_WITH_MY_ITEMS(WidgetID.PLAYER_TRADE_CONFIRM_GROUP_ID, WidgetID.TradeScreen.SECOND_MY_ITEMS),
 	SECOND_TRADING_WITH_THEIR_ITEMS(WidgetID.PLAYER_TRADE_CONFIRM_GROUP_ID, WidgetID.TradeScreen.SECOND_THEIR_ITEMS),
 
-	GAUNTLET_TIMER_CONTAINER(WidgetID.GAUNTLET_TIMER_GROUP_ID, WidgetID.GauntletTimer.CONTAINER);
+	GAUNTLET_TIMER_CONTAINER(WidgetID.GAUNTLET_TIMER_GROUP_ID, WidgetID.GauntletTimer.CONTAINER),
+	GAUNTLET_MAP(WidgetID.GAUNTLET_MAP_GROUP_ID, WidgetID.GauntletMap.CONTAINER),
+	;
 
 	private final int groupId;
 	private final int childId;",remove the extra comma and newline,The `;` should be on a new line.,Remove this extra semicolon,Shouldn't this be `GAUNTLET_MAP_GROUP_ID`?,
9039,"@@ -5,7 +5,7 @@ setResolver(resolver);
 
 /* jshint ignore:start */
 mocha.setup({
-    timeout: 15000,
+    timeout: 25000,
     slow: 500
 });
 /* jshint ignore:end */",Were you having trouble with timeouts in general acceptance tests or only the editor test? It's possible to set timeouts on a per-test basis by using `this.timeout(25000)` within the `it()` function. I'd like to drop the global timeout in the future if possible rather than increase it - in some circumstances a failing test can have a knock-on effect which makes all later tests timeout so Travis can get hung up for a long time if no one notices and cancels the build.,Why did you change this? I think it's better to keep it as `15000`.,Why was this changed?,Why is this timeout increased?,
161,"@@ -92,7 +92,7 @@ evaluation=10.0 - ((float(5 * error + warning + refactor + convention) / stateme
 
 # Template used to display messages. This is a python new-style format string
 # used to format the message information. See doc for all details
-#msg-template=
+msg-template=[{msg_id}] {path}:{line:3d}:{column}: {msg}
 
 
 [SPELLING]","Will this mess up parsing the messages by other editors? (vscode, vim ...)",`msg-template=[{msg_id}] {path}:{line:3d}:{column}: {msg} [SPELLING]`,Line is too long. [82/80],E501 line too long (117 > 115 characters),
3043,"@@ -44,15 +44,17 @@
 
 #include <Kokkos_Core.hpp>
 #include <Kokkos_Timer.hpp>
-#include <bench.hpp>
 #include <cstdlib>
 
+template <class T>
+void run_stride_unroll(int, int, int, int, int, int, int, int);
+
 int main(int argc, char* argv[]) {
   Kokkos::initialize();
 
   if (argc < 10) {
     printf(""Arguments: N K R D U F T S\n"");
-    printf(""  P:   Precision (1==float, 2==double)\n"");
+    printf(""  P:   Precision (1==float, 2==double, 3==int32_t, 4==int64_t)\n"");
     printf(""  N,K: dimensions of the 2D array to allocate\n"");
     printf(""  R:   how often to loop through the K dimension with each team\n"");
     printf(""  D:   distance between loaded elements (stride)\n"");",No. Keep the header include and do `extern template ...` to skip the instantiation from that compile unit. (I pushed a fix directly to your branch),Why did you remove the Bench header?,(style) code indent should use tabs where possible,Why did you remove `bench.hpp`?,
