index,code_change,review,relevance,informativeness,correctness
3752,"@@ -70,6 +70,9 @@ import org.apache.solr.core.CoreContainer;
 import org.apache.solr.handler.admin.CollectionsHandler;
 import org.apache.solr.handler.component.HttpShardHandler;
 import org.apache.solr.logging.MDCLoggingContext;
+import org.apache.solr.store.blob.process.BlobDeleteManager;
+import org.apache.solr.store.blob.process.BlobDeleteProcessor;
+import org.apache.solr.store.shared.SharedStoreManager;
 import org.apache.solr.store.shared.metadata.SharedShardMetadataController;
 import org.apache.solr.update.UpdateShardHandler;
 import org.apache.zookeeper.CreateMode;",I only see new imports. Is there any functional change in this file?,,,
6222,"@@ -200,11 +200,11 @@ class Field implements Translatable
     }
 
     /**
-     * @return string|Markup
+     * @return string|array|Markup
      */
     public function getTwigValue()
     {
-        $value = $this->__toString();
+        $value = $this->getFlattenedValue();
 
         if ($this->getDefinition()->get('allow_html')) {
             $value = new Markup($value, 'UTF-8');","I think this should be `elif reduction in ['mean', 'none']:`",,,
8467,"@@ -127,12 +127,13 @@ std::string MetaServiceUtils::schemaEdgesPrefix(GraphSpaceID spaceId) {
 std::string MetaServiceUtils::schemaEdgeKey(GraphSpaceID spaceId,
                                             EdgeType edgeType,
                                             int64_t version) {
+    int64_t storageVer = std::numeric_limits<int64_t>::max() - version;
     std::string key;
     key.reserve(128);
     key.append(kEdgesTable.data(), kEdgesTable.size());
     key.append(reinterpret_cast<const char*>(&spaceId), sizeof(spaceId));
     key.append(reinterpret_cast<const char*>(&edgeType), sizeof(edgeType));
-    key.append(reinterpret_cast<const char*>(&version), sizeof(version));
+    key.append(reinterpret_cast<const char*>(&storageVer), sizeof(storageVer));
     return key;
 }
 ",This is not a public API.,,,
5768,"@@ -236,7 +236,9 @@ const hasNext = (self, callback) => {
   if (self.s.currentDoc) {
     return callback(null, true);
   }
-
+  if (self.isNotified()) {
+    return callback(null, false);
+  }
   nextObject(self, function(err, doc) {
     if (err) return callback(err, null);
     if (self.s.state === Cursor.CLOSED || self.isDead()) return callback(null, false);",curious - does initialization change `self.opt` but not the `opt` in this `init` function?,,,
7610,"@@ -59,6 +59,8 @@ function Address(data, network, type) {
     info = Address._transformPublicKey(data);
   } else if (data.constructor && (data.constructor.name && data.constructor.name === 'Script')) {
     info = Address._transformScript(data);
+  } else if (data instanceof Address) {
+    return data;
   } else if (typeof(data) === 'string') {
     info = Address._transformString(data, network, type);
   } else {","As stated above, I think these changes should be reverted.",,,
7760,"@@ -112,6 +112,7 @@ function TransactionBuilder(opts) {
   if (opts.fee || opts.feeSat) {
     this.givenFeeSat = opts.fee ? opts.fee * util.COIN : opts.feeSat;
   }
+  if (opts.fee == 0 || opts.feeSat == 0) this.givenFeeSat = 0;
   this.remainderOut = opts.remainderOut;
   this.signhash = opts.signhash || Transaction.SIGHASH_ALL;
 ",I think we should be able to use the `url_options` to `true` to `--show-*`,,,
9541,"@@ -24,7 +24,7 @@ namespace OpenTelemetry.Trace
     /// <summary>
     /// Build TracerProvider with Resource, Sampler, Processors and Instrumentation.
     /// </summary>
-    internal class TracerProviderBuilderSdk : TracerProviderBuilder
+    public class TracerProviderBuilderSdk : TracerProviderBuilder
     {
         private readonly List<InstrumentationFactory> instrumentationFactories = new List<InstrumentationFactory>();
         private readonly List<BaseProcessor<Activity>> processors = new List<BaseProcessor<Activity>>();",This is a breaking change.,,,
1092,"@@ -47,9 +47,10 @@ class DateRange implements FilterEncoder, FacetBuilder
      * Parses the given date range from a GET parameter and returns a Solr
      * date range filter.
      *
-     * @param string $rangeFilter The range filter query string from the query URL
+     * @param string $dateRange
      * @param array $configuration Facet configuration
      * @return string Lucene query language filter to be used for querying Solr
+     * @internal param string $rangeFilter The range filter query string from the query URL
      */
     public function decodeFilter($dateRange, array $configuration = array())
     {",This function is not TLS-enabled. It should be renamed to NewSingleOutboundTLS or similar.,,,
8752,"@@ -66,7 +66,7 @@ public final class RegistryUtils {
     serviceRegistry.run();
   }
 
-  public static void destory() {
+  public static void destroy() {
     serviceRegistry.destroy();
   }
 ",Shouldn't this be `IDisposable`?,,,
3725,"@@ -39,7 +39,7 @@ using namespace eprosima::fastrtps::types;
 HelloWorldPublisher::HelloWorldPublisher()
     : mp_participant(nullptr)
     , mp_publisher(nullptr)
-    , m_DynType(nullptr)
+    , m_DynType(DynamicType_ptr(nullptr))
 {
 }
 ",The function names are not consistent. The global.SetTraceProvider() should be global.SetTracerProvider() and the global.TraceProvider() should be global.TracerProvider().,,,
2039,"@@ -5425,7 +5425,7 @@ SyncOpBeginRenderPass::SyncOpBeginRenderPass(CMD_TYPE cmd, const SyncValidator &
             // TODO: Revisit this when all attachment validation is through SyncOps to see if we can discard the plain pointer copy
             // Note that this a safe to presist as long as shared_attachments is not cleared
             attachments_.reserve(shared_attachments_.size());
-            for (const auto attachment : shared_attachments_) {
+            for (const auto &attachment : shared_attachments_) {
                 attachments_.emplace_back(attachment.get());
             }
         }",I think we should be able to remove this.,,,
5088,"@@ -1,10 +1,12 @@
+from __future__ import unicode_literals
+
 import numpy as np
 import param
 
 from ..core import (HoloMap, DynamicMap, CompositeOverlay, Layout,
                     GridSpace, NdLayout, Store)
 from ..core.util import (match_spec, is_number, wrap_tuple,
-                         get_overlay_spec, unique_iterator)
+                         get_overlay_spec, unique_iterator, safe_unicode)
 
 
 def displayable(obj):",Not sure how this import relates to the PR but seems like a good idea anyway...,,,
7789,"@@ -45,6 +45,10 @@ module Travis
   module Build
     class Script
       TEMPLATES_PATH = File.expand_path('../templates', __FILE__)
+      INTERNAL_RUBY_REGEX = ENV.fetch(
+        'TRAVIS_INTERNAL_RUBY_REGEX',
+        'ruby-(2\.[0-2]\.[0-9]|1\.9\.3)'
+      ).untaint
       DEFAULTS = {}
 
       class << self",Should we also delete the `PythonVersion` member from from `ProgramTestOptions`?,,,
5037,"@@ -88,7 +88,17 @@ func removeYields(plan *PlanSpec) (*PlanSpec, error) {
 			}
 
 			newRoot := root.Predecessors()[0]
-			newRoot.RemoveSuccessor(root)
+			newSucc := make([]PlanNode, 0, len(newRoot.Successors()))
+
+			for _, succ := range newRoot.Successors() {
+				newSucc = append(newSucc, succ)
+				if succ == root {
+					continue
+				}
+			}
+
+			newRoot.ClearSuccessors()
+			newRoot.AddSuccessors(newSucc...)
 			plan.Replace(root, newRoot)
 			plan.Results[name] = newRoot
 			continue",Why is this empty string?,,,
9217,"@@ -172,9 +172,12 @@ func (g *gen) frame() []byte {
 		}
 		sort.Strings(imps)
 		for _, path := range imps {
-			// TODO(light): Omit the local package identifier if it matches
-			// the package name.
-			fmt.Fprintf(&buf, ""\t%s %q\n"", g.imports[path], path)
+			// Omit the local package identifier if it matches the package name.
+			if g.imports[path] == path {
+				fmt.Fprintf(&buf, ""\t%q\n"", path)
+			} else {
+				fmt.Fprintf(&buf, ""\t%s %q\n"", g.imports[path], path)
+			}
 		}
 		buf.WriteString("")\n\n"")
 	}","The check for `i < src_len - 2` is unnecessary as the loop will stop when `i` is equal to `src_len`.

The `isxdigit` function is not necessary as `isdigit` and `isalpha` will return `0` for non-hexadecimal characters.
The `tolower` function is not necessary as the `%` character is case-insensitive.
The `&&` operator is unnecessary as the `isxdigit` function will return `0` if the character is not a hexadecimal digit.
The `&&` operator is unnecessary as the `isxdigit` function will return `0` if the character is not",,,
4347,"@@ -0,0 +1,7 @@
+﻿namespace Nethermind.Core2
+{
+    public static class SszLimit
+    {
+        public const ulong ValidatorRegistryLimit = 1_099_511_627_776;
+    }
+}","This code is checking if the CATALOG_URL is secure. If it's not, it's printing a warning and checking if the ALLOW_INSECURE_CATALOG_ACCESS environment variable is defined. This is a bit of a security risk, as it allows for insecure connections. It's better to enforce secure connections in the application itself, rather than relying on environment variables.",,,
8455,"@@ -20,5 +20,12 @@ namespace Microsoft.CodeAnalysis.Sarif.SarifValidator
             HelpText = ""Path of the SARIF file to validate"",
             Required = true)]
         public string InstanceFilePath { get; set; }
+
+        [Option(
+            'l',
+            ""log-file-path"",
+            HelpText = ""Path to SARIF log file containing the results of the validation"",
+            Default = ""sarif.log"")]
+        public string LogFilePath { get; set; }
     }
 }",Did you test this? Shouldn't it be `array_get()`?,,,
3910,"@@ -434,6 +434,11 @@ type NetworkPolicyPeer struct {
 	//  Exact FQDNs, i.e. ""google.com"", ""db-svc.default.svc.cluster.local""
 	//  Wildcard expressions, i.e. ""*wayfair.com"".
 	FQDN string `json:""fqdn,omitempty""`
+	// Select all Pods with the ServiceAccount matched by this field, as
+	// workloads in AppliedTo/To/From fields.
+	// Cannot be set with any other selector.
+	// +optional
+	ServiceAccounts []ServiceAccount `json:""serviceAccounts,omitempty""`
 }
 
 type PeerNamespaces struct {",Shouldn't this return an error?,,,
5294,"@@ -21,6 +21,7 @@ class PerformanceTestSamplesAggregator
             $maxQueryCount = 0;
             $isSuccessful = true;
             $worstStatusCode = null;
+            $performanceTestSample = null;
 
             foreach ($performanceTestSamplesOfUrl as $performanceTestSample) {
                 /* @var $performanceTestSample \Tests\ShopBundle\Performance\Page\PerformanceTestSample */","The test is checking for a machine set with a name that includes ""-worker-0"". This is not consistent with the expectedMachineSetReplicas map which uses ""-worker"" as the name.

The test should be updated to use the same naming convention as expectedMachineSetReplicas.",,,
330,"@@ -23,6 +23,6 @@ class Api::V1::ExercisesController < ApiController
   end
 
   def exercise_parameters
-    params.require(:exercise).permit(:edit_url, :summary, :title, :url)
+    params.require(:exercise).permit(:edit_url, :summary, :name, :url)
   end
 end","This added newline makes it ever so slightly more complex to review the diff, and is not strictly needed.",,,
5282,"@@ -284,7 +284,6 @@ function getDefaultService() {
 Options.prototype.CAPABILITY_KEY = 'goog:chromeOptions'
 Options.prototype.BROWSER_NAME_VALUE = Browser.CHROME
 Driver.getDefaultService = getDefaultService
-Driver.prototype.VENDOR_COMMAND_PREFIX = 'goog'
 
 // PUBLIC API
 exports.Driver = Driver",The vendor prefix is still being used on Chromium based browsers like Edge Chromium and Chrome. Did you mean to remove this?,,,
4707,"@@ -144,14 +144,14 @@ void test3() {
     ExplicitBitVect bv(2048);
     AvalonTools::getAvalonFP(""c1cocc1"", true, bv, 2048, false, true, 0x006FFF);
     BOOST_LOG(rdInfoLog) << ""c1cocc1 "" << bv.getNumOnBits() << std::endl;
-    TEST_ASSERT(bv.getNumOnBits() == 53);
+    TEST_ASSERT(bv.getNumOnBits() == 48);
   }
   {
     ExplicitBitVect bv(2048);
     AvalonTools::getAvalonFP(""C1=COC=C1"", true, bv, 2048, false, true,
                              0x006FFF);
     BOOST_LOG(rdInfoLog) << ""C1=COC=C1 "" << bv.getNumOnBits() << std::endl;
-    TEST_ASSERT(bv.getNumOnBits() == 53);
+    TEST_ASSERT(bv.getNumOnBits() == 48);
   }
 
   BOOST_LOG(rdInfoLog) << ""done"" << std::endl;",Extra empty line detected at method body end.,,,
9459,"@@ -25,7 +25,8 @@ public abstract class BftExtraDataCodec {
   protected enum EncodingType {
     ALL,
     EXCLUDE_COMMIT_SEALS,
-    EXCLUDE_COMMIT_SEALS_AND_ROUND_NUMBER
+    EXCLUDE_COMMIT_SEALS_AND_ROUND_NUMBER,
+    EXCLUDE_CMS // TODO-lucas How can we achieve this w/o changing the BftExtraDataCodec base class
   }
 
   private static final Logger LOG = LogManager.getLogger();","This is not a big deal, but I'm not sure if it's worth it.",,,
8327,"@@ -100,6 +100,13 @@ class CppGenerator : public BaseGenerator {
 
     assert(!cur_name_space_);
 
+    code_ += ""#if defined(_MSC_VER)"";
+    code_ += ""#define NOEXCEPT"";
+    code_ += ""#else"";
+    code_ += ""#define NOEXCEPT noexcept"";
+    code_ += ""#endif"";
+    code_ += """";
+
     // Generate forward declarations for all structs/tables, since they may
     // have circular references.
     for (auto it = parser_.structs_.vec.begin();","""strings""",,,
5210,"@@ -87,12 +87,18 @@ func (b *clientFactory) SDKClient(c *cli.Context, namespace string) sdkclient.Cl
 		hostPort = localHostPort
 	}
 
+	tlsConfig, err := b.createTLSConfig(c)
+	if err != nil {
+		b.logger.Fatal(""Failed to create SDK client"", zap.Error(err))
+	}
+
 	sdkClient, err := sdkclient.NewClient(sdkclient.Options{
 		HostPort:  hostPort,
 		Namespace: namespace,
 		Logger:    log.NewZapAdapter(b.logger),
 		ConnectionOptions: sdkclient.ConnectionOptions{
 			DisableHealthCheck: true,
+			TLS:                tlsConfig,
 		},
 	})
 	if err != nil {","This is a bit confusing, but I think it would be better to use `_set_BAL`",,,
697,"@@ -14,5 +14,13 @@ feature ""User without a subscription views sample video"" do
     expect(current_path).to eq(video_path(video))
     expect(page).to have_css(""h1"", text: video.name)
     expect(page).not_to have_css("".locked-message"")
+    expect_authed_to_access_event_fired_for(video)
+  end
+
+  def expect_authed_to_access_event_fired_for(video)
+    expect(analytics).to have_tracked(""Authed to Access"").with_properties(
+      video_name: video.name,
+      watchable_name: video.watchable_name,
+    )
   end
 end",Shouldn't this be `uint64_t`?,,,
5088,"@@ -1,10 +1,12 @@
+from __future__ import unicode_literals
+
 import numpy as np
 import param
 
 from ..core import (HoloMap, DynamicMap, CompositeOverlay, Layout,
                     GridSpace, NdLayout, Store)
 from ..core.util import (match_spec, is_number, wrap_tuple,
-                         get_overlay_spec, unique_iterator)
+                         get_overlay_spec, unique_iterator, safe_unicode)
 
 
 def displayable(obj):",`has_xcb_errors` -> `has_xcb_errors`,,,
656,"@@ -104,9 +104,9 @@ module PurchasesHelper
 
   def new_plan_link(plan)
     link_to(
-       I18n.t('subscriptions.choose_plan_html', plan_name: plan.name).html_safe,
-       new_individual_plan_purchase_path(plan),
-       class: 'button'
+      I18n.t('subscriptions.choose_plan_html', plan_name: plan.name).html_safe,
+      new_individual_plan_purchase_path(plan),
+      class: 'button'
     )
   end
 end",Did this not work without the `A`? Usually it's not required.,,,
8455,"@@ -20,5 +20,12 @@ namespace Microsoft.CodeAnalysis.Sarif.SarifValidator
             HelpText = ""Path of the SARIF file to validate"",
             Required = true)]
         public string InstanceFilePath { get; set; }
+
+        [Option(
+            'l',
+            ""log-file-path"",
+            HelpText = ""Path to SARIF log file containing the results of the validation"",
+            Default = ""sarif.log"")]
+        public string LogFilePath { get; set; }
     }
 }","I would prefer that this tool follow the driver framework conventions, which use OutputFilePath as an argument, take a look at AnalyzeCommandBase. You can propose changes to that if you'd like, but binskim, sqlskim, this tool should all conform (in the interests of building an eco-system with consistent command-line interface)",,,
4347,"@@ -0,0 +1,7 @@
+﻿namespace Nethermind.Core2
+{
+    public static class SszLimit
+    {
+        public const ulong ValidatorRegistryLimit = 1_099_511_627_776;
+    }
+}",Why do we need to check for `https` here?,,,
5159,"@@ -21,6 +21,7 @@ import (
 	""errors""
 	""testing""
 
+	""github.com/asaskevich/EventBus""
 	""github.com/stretchr/testify/assert""
 
 	""github.com/mysteriumnetwork/node/identity""",Shouldn't this be `return err`?,,,
2084,"@@ -43,13 +43,16 @@ import { isZeroReport } from '../../modules/search-console/util/is-zero-report';
 import sumObjectListValue from '../../util/sum-object-list-value';
 const { useSelect } = Data;
 
+// reportArgs is declared in this higher scope so that it can be used by hasData.
+let reportArgs;
+
 const AdminBarClicks = ( { className } ) => {
 	const url = useSelect( ( select ) => select( CORE_SITE ).getCurrentEntityURL() );
 	const { compareStartDate, endDate } = useSelect( ( select ) => select( CORE_USER ).getDateRangeDates( {
 		compare: true,
 		offsetDays: DATE_RANGE_OFFSET,
 	} ) );
-	const reportArgs = {
+	reportArgs = {
 		startDate: compareStartDate,
 		endDate,
 		dimensions: 'date',",unfortunate assert below... you might consider fixing,,,
1479,"@@ -77,6 +77,7 @@ def _launch_local_catalog():
     env = dict(REGISTRY_URL=""http://localhost:5000"",
                S3_PROXY_URL=open_config[""s3Proxy""],
                ALWAYS_REQUIRE_AUTH=""false"",
+               NO_DOWNLOAD=""false"",
                CATALOG_MODE=""LOCAL"",
                SSO_AUTH=""DISABLED"",
                PASSWORD_AUTH=""ENABLED"",",This is not the right place for this.,,,
7917,"@@ -26,7 +26,7 @@
 
 #ifdef HAVE_CONFIG_H
 #include <config.h>
-#endif // HAVE_CONFIG_H
+#endif // HAVE_CONFIG_Hrm
 
 #include <glob.h>
 #include <stdio.h>","This is a bit of a guess, but it seems like the intention is to add the current time to the expiry time, not to multiply it by 1000. If that's the case, you can remove the time.Duration(cr.Expires) * time.Millisecond part.",,,
363,"@@ -1,5 +1,7 @@
 <?php namespace System\Controllers;
 
+use Config;
+use Request;
 use Lang;
 use Flash;
 use Backend;","Here things are different because erasing is sloooow (many x the write or read times) and this call can do multiple sectors. No issue decreasing yield time here, I suppose.",,,
9459,"@@ -25,7 +25,8 @@ public abstract class BftExtraDataCodec {
   protected enum EncodingType {
     ALL,
     EXCLUDE_COMMIT_SEALS,
-    EXCLUDE_COMMIT_SEALS_AND_ROUND_NUMBER
+    EXCLUDE_COMMIT_SEALS_AND_ROUND_NUMBER,
+    EXCLUDE_CMS // TODO-lucas How can we achieve this w/o changing the BftExtraDataCodec base class
   }
 
   private static final Logger LOG = LogManager.getLogger();",nit: can combine with -> can combine with,,,
6591,"@@ -22,10 +22,19 @@ class Pool
      */
     protected $providers = array();
 
+    /**
+     * @var array
+     */
     protected $contexts = array();
 
+    /**
+     * @var DownloadStrategyInterface[]
+     */
     protected $downloadSecurities = array();
 
+    /**
+     * @var string
+     */
     protected $defaultContext;
 
     /**",Why do we need to check for `InstallStrategy.Agent` here?,,,
1130,"@@ -12,7 +12,6 @@
 namespace Sonata\MediaBundle\Model;
 
 use Imagine\Image\Box;
-use Sonata\ClassificationBundle\Model\CategoryInterface;
 use Symfony\Component\Validator\Context\ExecutionContextInterface;
 use Symfony\Component\Validator\ExecutionContextInterface as LegacyExecutionContextInterface;
 ","Can we call this `Meta` field `Data`? We had a similar conversation on another field, but `Meta` is to obscure / abstract of a name in my mind.",,,
6985,"@@ -11,7 +11,7 @@ use Shopsys\FrameworkBundle\Component\Router\Security\RouteCsrfProtector;
 use Symfony\Component\HttpFoundation\Request;
 use Symfony\Component\HttpFoundation\RequestStack;
 use Symfony\Component\Routing\Router;
-use Twig_Environment;
+use Twig\Environment;
 
 class GridTest extends TestCase
 {",Shouldn't this be `EINVAL`?,,,
8455,"@@ -20,5 +20,12 @@ namespace Microsoft.CodeAnalysis.Sarif.SarifValidator
             HelpText = ""Path of the SARIF file to validate"",
             Required = true)]
         public string InstanceFilePath { get; set; }
+
+        [Option(
+            'l',
+            ""log-file-path"",
+            HelpText = ""Path to SARIF log file containing the results of the validation"",
+            Default = ""sarif.log"")]
+        public string LogFilePath { get; set; }
     }
 }",Why not `let threw = false`?,,,
6788,"@@ -209,12 +209,5 @@ module Bolt
         Bolt::Logger.warn(""missing_project_name"", message)
       end
     end
-
-    def check_deprecated_file
-      if (@path + 'project.yaml').file?
-        msg = ""Project configuration file 'project.yaml' is deprecated; use 'bolt-project.yaml' instead.""
-        Bolt::Logger.warn(""project_yaml"", msg)
-      end
-    end
   end
 end",typo: `Bucket Types.` -> `Bucket Type.`,,,
6958,"@@ -1,8 +1,14 @@
 import { translationMacro as t } from 'ember-i18n';
 import AbstractIndexRoute from 'hospitalrun/routes/abstract-index-route';
+import Ember from 'ember';
+
+const { computed } = Ember;
+
 export default AbstractIndexRoute.extend({
   modelName: 'imaging',
-  pageTitle: t('imaging.pageTitle'),
+  pageTitle: computed('i18n', () => {
+    return t('imaging.pageTitle');
+  }),
   searchStatus: 'Requested',
 
   _getStartKeyFromItem(item) {",Is this a debugging leftover?,,,
2039,"@@ -5425,7 +5425,7 @@ SyncOpBeginRenderPass::SyncOpBeginRenderPass(CMD_TYPE cmd, const SyncValidator &
             // TODO: Revisit this when all attachment validation is through SyncOps to see if we can discard the plain pointer copy
             // Note that this a safe to presist as long as shared_attachments is not cleared
             attachments_.reserve(shared_attachments_.size());
-            for (const auto attachment : shared_attachments_) {
+            for (const auto &attachment : shared_attachments_) {
                 attachments_.emplace_back(attachment.get());
             }
         }","@sfricke-samsung -- thanks. saves a few atomic ops which is always good :) The TODO is there to track that this object is storing *both* vectors of shared_ptr and plain pointers to the same data. The shared are to ensure scope, and the plain are for backwards compatibility with existing code that consumed a plain pointer vector (and some code that still does). That should be cleaned up.",,,
5294,"@@ -21,6 +21,7 @@ class PerformanceTestSamplesAggregator
             $maxQueryCount = 0;
             $isSuccessful = true;
             $worstStatusCode = null;
+            $performanceTestSample = null;
 
             foreach ($performanceTestSamplesOfUrl as $performanceTestSample) {
                 /* @var $performanceTestSample \Tests\ShopBundle\Performance\Page\PerformanceTestSample */",why this change?,,,
2339,"@@ -123,6 +123,9 @@ axe.utils.getFlattenedTree = function (node, shadowId) {
 axe.utils.getNodeFromTree = function (vNode, node) {
 	var found;
 
+	if (vNode.actualNode === node) {
+		return vNode;
+	}
 	vNode.children.forEach((candidate) => {
 		var retVal;
 ","The count should be an int64, not a float64.",,,
8467,"@@ -127,12 +127,13 @@ std::string MetaServiceUtils::schemaEdgesPrefix(GraphSpaceID spaceId) {
 std::string MetaServiceUtils::schemaEdgeKey(GraphSpaceID spaceId,
                                             EdgeType edgeType,
                                             int64_t version) {
+    int64_t storageVer = std::numeric_limits<int64_t>::max() - version;
     std::string key;
     key.reserve(128);
     key.append(kEdgesTable.data(), kEdgesTable.size());
     key.append(reinterpret_cast<const char*>(&spaceId), sizeof(spaceId));
     key.append(reinterpret_cast<const char*>(&edgeType), sizeof(edgeType));
-    key.append(reinterpret_cast<const char*>(&version), sizeof(version));
+    key.append(reinterpret_cast<const char*>(&storageVer), sizeof(storageVer));
     return key;
 }
 ",This is a BC break.,,,
9348,"@@ -17,6 +17,7 @@ package main
 import (
 	. ""github.com/onsi/ginkgo""
 	. ""github.com/onsi/gomega""
+
 	""github.com/projectcalico/felix/k8sfv/leastsquares""
 )
 ","This is a bit of a strange use of monkeypatching, but it seems to be a workaround for a bug in PyQt. The width of the tab bar is not being set correctly, so we're setting it manually. This is a bit of a hack and may not work in all cases, so it might be better to find a more permanent solution to the problem.",,,
988,"@@ -3277,7 +3277,7 @@ bool CoreChecks::PreCallValidateGetQueryPoolResults(VkDevice device, VkQueryPool
                                                     VkQueryResultFlags flags) const {
     if (disabled.query_validation) return false;
     bool skip = false;
-    skip |= ValidateQueryPoolStride(""VUID-vkGetQueryPoolResults-flags-00814"", ""VUID-vkGetQueryPoolResults-flags-00815"", stride,
+    skip |= ValidateQueryPoolStride(""VUID-vkGetQueryPoolResults-flags-02827"", ""VUID-vkGetQueryPoolResults-flags-00815"", stride,
                                     ""dataSize"", dataSize, flags);
     skip |= ValidateGetQueryPoolResultsFlags(queryPool, flags);
     skip |= ValidateGetQueryPoolResultsQueries(queryPool, firstQuery, queryCount);","I think this is not a good idea to have a `get` method that is not the case, but I don't think we should be able to use the `get` method, so we can't just use the `get` method in `getResource`.",,,
3725,"@@ -39,7 +39,7 @@ using namespace eprosima::fastrtps::types;
 HelloWorldPublisher::HelloWorldPublisher()
     : mp_participant(nullptr)
     , mp_publisher(nullptr)
-    , m_DynType(nullptr)
+    , m_DynType(DynamicType_ptr(nullptr))
 {
 }
 ",Check if the TypeDescriptor and MemberDescriptor includes are necessary,,,
7610,"@@ -59,6 +59,8 @@ function Address(data, network, type) {
     info = Address._transformPublicKey(data);
   } else if (data.constructor && (data.constructor.name && data.constructor.name === 'Script')) {
     info = Address._transformScript(data);
+  } else if (data instanceof Address) {
+    return data;
   } else if (typeof(data) === 'string') {
     info = Address._transformString(data, network, type);
   } else {","This is a good addition to the class. It will ensure that the serializer is always created with the same settings.

The code change is to add a constructor to the EthereumJsonSerializer class that initializes the JsonSerializer with the same settings. This ensures that the serializer is always created with the same settings, which can be beneficial for consistency and predictability.",,,
5569,"@@ -352,6 +352,9 @@ def qt_message_handler(msg_type, context, msg):
         # may not be available on the system
         ""QSslSocket: cannot resolve SSLv3_client_method"",
         ""QSslSocket: cannot resolve SSLv3_server_method"",
+        # When enabling debugging with QtWebEngine
+        ""Remote debugging server started successfully. Try pointing a ""
+            ""Chromium-based browser to "",
     ]
     if sys.platform == 'darwin':
         suppressed_msgs += [",This is not needed,,,
330,"@@ -23,6 +23,6 @@ class Api::V1::ExercisesController < ApiController
   end
 
   def exercise_parameters
-    params.require(:exercise).permit(:edit_url, :summary, :title, :url)
+    params.require(:exercise).permit(:edit_url, :summary, :name, :url)
   end
 end",The method name is misleading. It should be isMining() instead of isRunning().,,,
3351,"@@ -48,8 +48,16 @@ import javax.net.ssl.SSLSocketFactory;
  */
 public class SalesforceTLSSocketFactory extends SSLSocketFactory {
 
+    private static SalesforceTLSSocketFactory INSTANCE;
     private SSLSocketFactory ssLSocketFactory;
 
+    public static SalesforceTLSSocketFactory getInstance() throws KeyManagementException, NoSuchAlgorithmException {
+        if (INSTANCE == null) {
+            INSTANCE = new SalesforceTLSSocketFactory();
+        }
+        return INSTANCE;
+    }
+
     public SalesforceTLSSocketFactory() throws KeyManagementException, NoSuchAlgorithmException {
         final SSLContext context = SSLContext.getInstance(""TLS"");
         context.init(null, null, null);","The code is checking if the length of the signing keys is greater than 0, but it's not checking if the keys are the same. It's also not checking if the keys are in the same order. It's also not checking if the keys are the same as the old keys. It's also not checking if the keys are the same as the old keys. It's also not checking if the keys are the same as the old keys. It's also not checking if the keys are the same as the old keys. It's also not checking if the keys are the same as the old keys. It's also not checking if the keys are the same as the old keys. It's also not checking if the keys are the same as the old keys. It's also not checking if the keys are the same",,,
7570,"@@ -35,8 +35,13 @@ namespace OpenTelemetry.Instrumentation.AspNet
         });
 
         /// <summary>
-        /// Gets or sets a hook to exclude calls based on domain or other per-request criterion.
+        /// Gets or sets a Filter function to filter instrumentation for requests on a per request basis.
+        /// The functions gets the HttpContext, and should return a boolean.
+        /// If functions returns true, the request is collected.
+        /// If functions returns false, the request is filtered out.
+        /// If filter throws exception, then this is considered as no filter being configured.
+        /// and requested is collected.
         /// </summary>
-        internal Predicate<HttpContext> RequestFilter { get; set; }
+        public Func<HttpContext, bool> Filter { get; set; }
     }
 }","This is a deprecation warning for the `its` method. It's not a mistake, but it's worth noting that `its` is being deprecated in favor of `itself`.

The `itself` method is a more explicit way to refer to the subject of the example group, and it's the recommended way to use `its` in new code.",,,
4674,"@@ -4199,7 +4199,15 @@ void EntityList::QuestJournalledSayClose(Mob *sender, float dist, const char *mo
 	buf.WriteInt32(0); // location, client doesn't seem to do anything with this
 	buf.WriteInt32(0);
 	buf.WriteInt32(0);
-	buf.WriteString(message);
+
+	// auto inject saylinks (say)
+	if (RuleB(Chat, AutoInjectSaylinksToSay)) {
+		std::string new_message = EQ::SayLinkEngine::InjectSaylinksIfNotExist(message);
+		buf.WriteString(new_message.c_str());
+	}
+	else {
+		buf.WriteString(message);
+	}
 
 	auto outapp = new EQApplicationPacket(OP_SpecialMesg, buf);
 ",Why are you using the `float` type here? What prevents you from using the `uint32` type,,,
9217,"@@ -172,9 +172,12 @@ func (g *gen) frame() []byte {
 		}
 		sort.Strings(imps)
 		for _, path := range imps {
-			// TODO(light): Omit the local package identifier if it matches
-			// the package name.
-			fmt.Fprintf(&buf, ""\t%s %q\n"", g.imports[path], path)
+			// Omit the local package identifier if it matches the package name.
+			if g.imports[path] == path {
+				fmt.Fprintf(&buf, ""\t%q\n"", path)
+			} else {
+				fmt.Fprintf(&buf, ""\t%s %q\n"", g.imports[path], path)
+			}
 		}
 		buf.WriteString("")\n\n"")
 	}",(style) line over 80 characters,,,
4238,"@@ -43,6 +43,7 @@
 #endif
 
 /* List of instrumentation functions. */
+#ifdef X86
 #define FUNCTIONS() \
         FUNCTION(empty) \
         FUNCTION(empty_1arg) \",I think we can remove this,,,
